,CD_ID,State,CD,2020_dem_pct,2020_GOP_pct,Dem_2018_Vote_Share,GOP_2018_Vote_Share,2016_dem_vote_pct,2016_GOP_vote_pct,2018_Cook_PVI_Score,white_pct_pop,black_pct_pop,hispanic_pct_pop,asian_pct_pop,other_race_pct_pop,white_non_college_pct_pop,white_ba_pct_pop,black_non_college_pct_dis,black_ba_pct_dis,hispanic_non_college_pct_pop,hispanic_ba_pct_pop,asian_non_college_pct_pop,asian_ba_pct_pop,2020_dem_margin,City_Lab_Congressional_Index_Dense suburban,City_Lab_Congressional_Index_Pure rural,City_Lab_Congressional_Index_Pure urban,City_Lab_Congressional_Index_Rural-suburban mix,City_Lab_Congressional_Index_Sparse suburban,City_Lab_Congressional_Index_Urban-suburban mix
397,UT-1,UT,1,30.4,69.5,24.9,61.6,27.2,65.4,-26,83.45067917,0.0,11.18735296,2.029418044,3.33254983,54.47254754,28.97813162,0.0,0.0,9.787397381,1.399955578,1.185390605,0.8440274384,-39.1,0,0,0,0,1,0
398,UT-2,UT,2,36.6,59.0,38.9,56.1,34.1,61.5,-16,78.68859073,0.0,12.93213183,3.291030459,5.088246983,50.99503541,27.69355532,0.0,0.0,11.23658745,1.69554438,1.486955101,1.804075358,-22.4,0,0,0,1,0,0
399,UT-3,UT,3,26.8,68.7,27.3,67.5,26.7,73.3,-25,83.27711174,0.0,9.560876187,2.180848019,4.98116405,46.0242978,37.25281394,0.0,0.0,7.60834965,1.952526536,0.8251176531,1.355730365,-41.900000000000006,0,0,0,0,1,0
400,UT-4,UT,4,46.7,47.7,50.1,49.9,41.7,53.5,-13,77.51951068,0.0,14.73014838,3.303284079,4.447056861,49.30114629,28.21836438,0.0,0.0,12.18226648,2.547881906,1.371324592,1.931959487,-1.0,1,0,0,0,0,0
401,VA-1,VA,1,41.7,58.1,44.7,55.2,35.8,60.9,-8,68.43776645,16.71422392,9.234592251,3.761265551,1.852151825,40.37210362,28.06566283,11.86765614,4.846567778,7.300557693,1.934034558,1.724877576,2.036387975,-16.4,0,0,0,1,0,0
402,VA-2,VA,2,51.6,45.8,51.1,48.8,38.3,61.7,-3,65.93162787,18.85098961,6.526724646,6.719114643,1.971543238,38.82422055,27.10740732,13.30640277,5.544586836,4.730815507,1.795909139,3.917246057,2.801868585,5.800000000000004,1,0,0,0,0,0
403,VA-3,VA,3,68.4,31.4,91.2,0.0,66.9,33.1,16,43.84645348,46.13118365,5.392991385,3.105888494,1.523482993,29.53639058,14.3100629,36.68282093,9.448362725,4.320918084,1.072073301,1.695307356,1.410581138,37.00000000000001,1,0,0,0,0,0
404,VA-4,VA,4,61.6,38.2,62.6,35.9,57.3,42.7,10,51.8244222,39.48401581,4.778110307,1.756864891,2.156586791,31.0388834,20.7855388,32.09712511,7.386890696,3.76259555,1.015514757,0.8119995278,0.9448653632,23.4,0,0,0,1,0,0
405,VA-5,VA,5,47.3,52.4,46.6,53.2,41.7,58.3,-6,74.57488808,19.55850042,2.758223045,1.389168242,1.719220212,49.9554631,24.61942499,17.06136898,2.49713144,2.171293716,0.586929329,0.5727541429,0.8164140993,-5.100000000000001,0,1,0,0,0,0
406,VA-6,VA,6,35.3,64.6,40.2,59.7,33.3,66.7,-13,82.31373464,11.01726552,4.207108415,1.634585472,0.8273059574,57.96294136,24.35079328,9.549307824,1.467957692,3.140651734,1.066456681,0.5801835433,1.054401929,-29.299999999999997,0,0,0,1,0,0
407,VA-7,VA,7,50.8,49.0,50.3,48.4,42.1,57.9,-6,69.11988934,17.429133,6.200246182,5.487141723,1.763589746,38.92815741,30.19173193,12.8822858,4.5468472,4.776904016,1.423342167,1.876109746,3.611031977,1.7999999999999972,0,0,0,1,0,0
408,VA-8,VA,8,75.8,24.0,76.1,23.7,68.6,27.4,21,53.61556407,14.31069177,15.83306176,12.86281082,3.377871579,11.50631691,42.10924716,7.706513136,6.604178629,10.77315152,5.059910234,5.289757238,7.573053586,51.8,0,0,0,0,0,1
409,VA-9,VA,9,0.0,94.0,34.8,65.2,28.4,68.7,-19,90.56234846,5.25167405,2.067619791,0.0,2.118357696,70.7853947,19.77695376,4.545354273,0.7063197772,1.781040869,0.2865789215,0.0,0.0,-94.0,0,1,0,0,0,0
410,VA-10,VA,10,56.5,43.4,56.1,43.7,47.1,52.9,1,62.20932593,7.722774374,11.72121411,16.46695648,1.879729107,25.20654958,37.00277635,4.533412406,3.189361969,8.345291234,3.375922876,4.455222735,12.01173375,13.100000000000001,0,0,0,0,1,0
411,VA-11,VA,11,71.4,28.3,71.1,26.9,87.9,0.0,15,48.40006336,13.0212536,16.73658023,19.54455243,2.297550385,15.80108644,32.59897692,7.035770524,5.985483074,11.98047017,4.75611006,6.937189605,12.60736282,43.10000000000001,1,0,0,0,0,0
412,VT-AL,VT,AL,67.3,27.0,69.2,26.0,90.0,0.0,15,93.98260159,1.291863237,1.265379591,0.0,3.46015558,57.46165482,36.52094677,0.9525134775,0.3393497592,0.8515165253,0.4138630661,0.0,0.0,40.3,0,1,0,0,0,0
413,WA-1,WA,1,58.6,41.3,59.3,40.7,55.5,44.5,6,74.21704059,1.372877727,7.468367751,12.9901774,3.951536527,42.64067143,31.57636916,0.9060593855,0.4668183418,5.635384576,1.832983174,2.998668307,9.991509095,17.300000000000004,0,0,0,0,1,0
414,WA-2,WA,2,63.1,36.7,71.3,0.0,64.0,36.0,10,74.71437094,2.96759639,7.789544336,10.12361101,4.404877321,49.42072489,25.29364606,2.181370721,0.7862256693,5.961294653,1.828249683,5.872548288,4.251062719,26.4,1,0,0,0,0,0
415,WA-3,WA,3,43.4,56.4,47.3,52.7,38.6,61.4,-4,83.46932969,1.459352832,7.296953833,3.56549448,4.208869163,60.18550131,23.28382838,1.067106711,0.3922461212,6.156632905,1.140320929,2.141610713,1.423883768,-13.0,0,0,0,1,0,0
416,WA-4,WA,4,33.6,66.2,37.2,62.8,42.6,57.4,-13,61.85364352,0.0,30.73902131,1.701582595,5.705752567,44.0283142,17.82532933,0.0,0.0,28.51120734,2.227813972,0.8487323199,0.8528502755,-32.6,0,0,0,1,0,0
417,WA-5,WA,5,38.5,61.3,45.2,54.8,40.5,59.5,-8,86.70919371,1.369981286,5.22632902,2.171931346,4.522564634,59.62119204,27.08800167,1.169393377,0.2005879093,4.069986909,1.156342112,1.102530741,1.069400606,-22.799999999999997,0,0,0,1,0,0
418,WA-6,WA,6,59.3,40.5,63.9,36.1,61.7,38.3,6,80.39676833,3.857753727,5.904412321,4.005524862,5.835540755,52.62657988,27.77018845,2.920419284,0.9373344434,4.767653069,1.136759252,2.367743889,1.637780973,18.799999999999997,0,0,0,1,0,0
419,WA-7,WA,7,83.0,16.8,83.6,16.4,56.1,43.9,33,69.33407909,4.730045404,6.952523524,14.55221425,4.431137725,23.46927025,45.86480884,3.304435086,1.425610318,4.458445746,2.494077779,4.128281898,10.42393236,66.2,0,0,0,0,0,1
420,WA-8,WA,8,51.7,48.1,52.4,47.6,40.0,60.0,0,73.25748256,2.656579839,8.516699468,9.967920181,5.601317957,46.27238683,26.98509573,1.811611697,0.8449681423,6.735410056,1.781289412,4.27119325,5.696726931,3.6000000000000014,0,0,0,0,1,0
421,WA-9,WA,9,74.1,25.7,100.0,0.0,73.0,27.0,21,48.98883182,10.53223395,10.00035372,25.30182388,5.176756629,23.51238292,25.47644889,8.19024818,2.341985773,8.145009504,1.855344214,11.94114876,13.36067512,48.39999999999999,1,0,0,0,0,0
422,WA-10,WA,10,84.9,0.0,61.5,38.5,58.7,41.3,5,69.69478711,6.156276319,9.377798611,7.964345463,6.806792502,49.05261674,20.64217037,4.71233618,1.443940139,7.722164424,1.655634187,5.363423994,2.600921469,84.9,1,0,0,0,0,0
423,WI-1,WI,1,40.6,59.3,42.3,54.6,30.2,65.0,-5,84.19388199,4.867813178,7.558267217,2.194728499,1.185309115,56.84352802,27.35035398,4.192404598,0.6754085793,6.507121438,1.051145779,1.247000291,0.9477282074,-18.699999999999996,0,0,0,0,1,0
424,WI-2,WI,2,69.7,30.3,100.0,0.0,68.7,31.3,18,85.56706173,3.898009845,4.880617573,4.090426001,1.56388485,46.43521734,39.13184439,2.722985961,1.175023884,3.6121673,1.268450273,1.351900949,2.738525052,39.400000000000006,0,0,0,1,0,0
425,WI-3,WI,3,51.3,48.6,59.7,40.3,98.4,0.0,0,93.27931521,1.283981978,2.11783591,1.851192963,1.467673938,67.98650443,25.29281078,1.046506336,0.2374756422,1.788721148,0.329114762,1.089533282,0.7616596817,2.6999999999999957,0,1,0,0,0,0
426,WI-4,WI,4,74.6,22.7,75.7,21.7,77.0,0.0,25,49.0035271,30.79762031,14.36145292,3.714507974,2.122891694,27.16355504,21.83997207,26.95405042,3.843569888,12.59635444,1.765098476,2.593614087,1.120893886,51.89999999999999,0,0,0,0,0,1
427,WI-5,WI,5,39.8,60.1,38.0,62.0,29.3,66.8,-13,88.96858353,2.163194802,4.809133235,2.901609527,1.157478904,54.47453013,34.49405341,1.672443575,0.4907512269,3.959946769,0.8491864664,0.9948484467,1.90676108,-20.300000000000004,0,0,0,0,1,0
428,WI-6,WI,6,40.7,59.2,44.5,55.5,37.3,57.2,-8,91.19790923,1.576801662,3.354272752,2.291042053,1.579974302,64.81681975,26.38108948,1.381684354,0.1951173083,2.845659036,0.5086137153,1.495304494,0.7957375593,-18.5,0,0,0,1,0,0
429,WI-7,WI,7,39.2,60.7,38.5,60.1,38.2,61.8,-8,93.19309764,0.0,1.869744557,1.429519342,3.50763846,70.08583325,23.1072644,0.0,0.0,1.629939195,0.2398053619,0.9256564575,0.5038628841,-21.5,0,1,0,0,0,0
430,WI-8,WI,8,35.8,64.2,36.3,63.7,37.3,62.7,-7,89.83432458,1.233939777,3.880185032,2.111732954,2.939817658,64.73895254,25.09537204,1.004111183,0.2298285935,3.291870618,0.5883144149,1.244076407,0.8676565476,-28.400000000000006,0,0,0,1,0,0
431,WV-1,WV,1,31.0,69.0,35.4,64.6,31.0,69.0,-19,94.43732003,2.294452822,0.0,0.0,3.268227148,72.64741666,21.78990337,1.983718756,0.3107340652,0.0,0.0,0.0,0.0,-38.0,0,1,0,0,0,0
432,WV-2,WV,2,36.9,63.1,43.0,54.0,41.8,58.2,-17,91.32958877,4.670375309,1.700318333,0.0,2.299717586,70.52796523,20.80162354,4.000260413,0.6701148961,1.438782703,0.2615356295,0.0,0.0,-26.200000000000003,0,1,0,0,0,0
433,WV-3,WV,3,28.7,71.3,43.6,56.4,24.0,67.9,-23,94.11868037,3.93852745,0.0,0.0,1.942792175,78.48485144,15.63382893,3.422759189,0.5157682605,0.0,0.0,0.0,0.0,-42.599999999999994,0,1,0,0,0,0
434,WY-AL,#REF!,x,24.6,68.6,29.8,63.6,30.1,62.2,-25,87.43507068,0.0,7.749706936,0.0,4.815222382,60.49655378,26.93851691,0.0,0.0,6.872952722,0.8767542138,0.0,0.0,-43.99999999999999,0,1,0,0,0,0
